file,samples,sample_rate,threads,balance,elapsed_us
data/50Hz/128smp@44100.dat,128,44100,4,8,884
data/50Hz/128smp@44100.dat,128,44100,4,16,1064
data/50Hz/128smp@44100.dat,128,44100,4,16,1061
data/50Hz/128smp@44100.dat,128,44100,4,16,1042
data/50Hz/128smp@44100.dat,128,44100,4,32,1424
data/50Hz/128smp@44100.dat,128,44100,4,32,1372
data/50Hz/128smp@44100.dat,128,44100,4,32,1435
data/50Hz/128smp@44100.dat,128,44100,4,64,2132
data/50Hz/128smp@44100.dat,128,44100,4,64,1958
data/50Hz/128smp@44100.dat,128,44100,4,64,2167
data/50Hz/128smp@44100.dat,128,44100,8,2,830
data/50Hz/128smp@44100.dat,128,44100,8,2,823
data/50Hz/128smp@44100.dat,128,44100,8,2,838
data/50Hz/128smp@44100.dat,128,44100,8,4,844
data/50Hz/128smp@44100.dat,128,44100,8,4,859
data/50Hz/128smp@44100.dat,128,44100,8,4,846
data/50Hz/128smp@44100.dat,128,44100,8,8,921
data/50Hz/128smp@44100.dat,128,44100,8,8,940
data/50Hz/128smp@44100.dat,128,44100,8,8,928
data/50Hz/128smp@44100.dat,128,44100,8,16,1077
data/50Hz/128smp@44100.dat,128,44100,8,16,1073
data/50Hz/128smp@44100.dat,128,44100,8,16,1050
data/50Hz/128smp@44100.dat,128,44100,8,32,1374
data/50Hz/128smp@44100.dat,128,44100,8,32,1389
data/50Hz/128smp@44100.dat,128,44100,8,32,1366
data/50Hz/128smp@44100.dat,128,44100,8,64,2050
data/50Hz/128smp@44100.dat,128,44100,8,64,1834
data/50Hz/128smp@44100.dat,128,44100,8,64,2095
data/50Hz/128smp@44100.dat,128,44100,16,2,813
data/50Hz/128smp@44100.dat,128,44100,16,2,1188
data/50Hz/128smp@44100.dat,128,44100,16,2,806
data/50Hz/128smp@44100.dat,128,44100,16,4,886
data/50Hz/128smp@44100.dat,128,44100,16,4,881
data/50Hz/128smp@44100.dat,128,44100,16,4,869
data/50Hz/128smp@44100.dat,128,44100,16,8,939
data/50Hz/128smp@44100.dat,128,44100,16,8,952
data/50Hz/128smp@44100.dat,128,44100,16,8,934
data/50Hz/128smp@44100.dat,128,44100,16,16,1099
data/50Hz/128smp@44100.dat,128,44100,16,16,1095
data/50Hz/128smp@44100.dat,128,44100,16,16,1112
data/50Hz/128smp@44100.dat,128,44100,16,32,1458
data/50Hz/128smp@44100.dat,128,44100,16,32,1427
data/50Hz/128smp@44100.dat,128,44100,16,32,1436
data/50Hz/128smp@44100.dat,128,44100,16,64,2111
data/50Hz/128smp@44100.dat,128,44100,16,64,2082
data/50Hz/128smp@44100.dat,128,44100,16,64,2060
data/50Hz/128smp@44100.dat,128,44100,32,2,742
data/50Hz/128smp@44100.dat,128,44100,32,2,824
data/50Hz/128smp@44100.dat,128,44100,32,2,797
data/50Hz/128smp@44100.dat,128,44100,32,4,836
data/50Hz/128smp@44100.dat,128,44100,32,4,866
data/50Hz/128smp@44100.dat,128,44100,32,4,859
data/50Hz/128smp@44100.dat,128,44100,32,8,934
data/50Hz/128smp@44100.dat,128,44100,32,8,935
data/50Hz/128smp@44100.dat,128,44100,32,8,934
data/50Hz/128smp@44100.dat,128,44100,32,16,1078
data/50Hz/128smp@44100.dat,128,44100,32,16,1069
data/50Hz/128smp@44100.dat,128,44100,32,16,1074
data/50Hz/128smp@44100.dat,128,44100,32,32,1422
data/50Hz/128smp@44100.dat,128,44100,32,32,1434
data/50Hz/128smp@44100.dat,128,44100,32,32,1375
data/50Hz/128smp@44100.dat,128,44100,32,64,2054
data/50Hz/128smp@44100.dat,128,44100,32,64,2078
data/50Hz/128smp@44100.dat,128,44100,32,64,2056
data/50Hz/128smp@44100.dat,128,44100,64,2,796
data/50Hz/128smp@44100.dat,128,44100,64,2,778
data/50Hz/128smp@44100.dat,128,44100,64,2,748
data/50Hz/128smp@44100.dat,128,44100,64,4,850
data/50Hz/128smp@44100.dat,128,44100,64,4,852
data/50Hz/128smp@44100.dat,128,44100,64,4,843
data/50Hz/128smp@44100.dat,128,44100,64,8,910
data/50Hz/128smp@44100.dat,128,44100,64,8,905
data/50Hz/128smp@44100.dat,128,44100,64,8,961
data/50Hz/128smp@44100.dat,128,44100,64,16,1091
data/50Hz/128smp@44100.dat,128,44100,64,16,1089
data/50Hz/128smp@44100.dat,128,44100,64,16,1094
data/50Hz/128smp@44100.dat,128,44100,64,32,1412
data/50Hz/128smp@44100.dat,128,44100,64,32,1480
data/50Hz/128smp@44100.dat,128,44100,64,32,1437
data/50Hz/128smp@44100.dat,128,44100,64,64,2060
data/50Hz/128smp@44100.dat,128,44100,64,64,2066
data/50Hz/128smp@44100.dat,128,44100,64,64,1995
data/50Hz/128smp@44100.dat,128,44100,128,2,782
data/50Hz/128smp@44100.dat,128,44100,128,2,785
data/50Hz/128smp@44100.dat,128,44100,128,2,790
data/50Hz/128smp@44100.dat,128,44100,128,4,815
data/50Hz/128smp@44100.dat,128,44100,128,4,856
data/50Hz/128smp@44100.dat,128,44100,128,4,861
data/50Hz/128smp@44100.dat,128,44100,128,8,936
data/50Hz/128smp@44100.dat,128,44100,128,8,935
data/50Hz/128smp@44100.dat,128,44100,128,8,924
data/50Hz/128smp@44100.dat,128,44100,128,16,1092
data/50Hz/128smp@44100.dat,128,44100,128,16,1091
data/50Hz/128smp@44100.dat,128,44100,128,16,1112
data/50Hz/128smp@44100.dat,128,44100,128,32,1449
data/50Hz/128smp@44100.dat,128,44100,128,32,1423
data/50Hz/128smp@44100.dat,128,44100,128,32,1444
data/50Hz/128smp@44100.dat,128,44100,128,64,2092
data/50Hz/128smp@44100.dat,128,44100,128,64,2067
data/50Hz/128smp@44100.dat,128,44100,128,64,2088
data/50Hz/128smp@44100.dat,128,44100,256,2,815
data/50Hz/128smp@44100.dat,128,44100,256,2,805
data/50Hz/128smp@44100.dat,128,44100,256,2,778
data/50Hz/128smp@44100.dat,128,44100,256,4,855
data/50Hz/128smp@44100.dat,128,44100,256,4,799
data/50Hz/128smp@44100.dat,128,44100,256,4,795
data/50Hz/128smp@44100.dat,128,44100,256,8,880
data/50Hz/128smp@44100.dat,128,44100,256,8,849
data/50Hz/128smp@44100.dat,128,44100,256,8,922
data/50Hz/128smp@44100.dat,128,44100,256,16,1075
data/50Hz/128smp@44100.dat,128,44100,256,16,1077
data/50Hz/128smp@44100.dat,128,44100,256,16,1085
data/50Hz/128smp@44100.dat,128,44100,256,32,1407
data/50Hz/128smp@44100.dat,128,44100,256,32,1437
data/50Hz/128smp@44100.dat,128,44100,256,32,1399
data/50Hz/128smp@44100.dat,128,44100,256,64,2109
data/50Hz/128smp@44100.dat,128,44100,256,64,2152
data/50Hz/128smp@44100.dat,128,44100,256,64,2157
data/50Hz/128smp@44100.dat,128,44100,512,2,808
data/50Hz/128smp@44100.dat,128,44100,512,2,797
data/50Hz/128smp@44100.dat,128,44100,512,2,805
data/50Hz/128smp@44100.dat,128,44100,512,4,833
data/50Hz/128smp@44100.dat,128,44100,512,4,833
data/50Hz/128smp@44100.dat,128,44100,512,4,830
data/50Hz/128smp@44100.dat,128,44100,512,8,896
data/50Hz/128smp@44100.dat,128,44100,512,8,873
data/50Hz/128smp@44100.dat,128,44100,512,8,866
data/50Hz/128smp@44100.dat,128,44100,512,16,1042
data/50Hz/128smp@44100.dat,128,44100,512,16,1080
data/50Hz/128smp@44100.dat,128,44100,512,16,1131
data/50Hz/128smp@44100.dat,128,44100,512,32,1340
data/50Hz/128smp@44100.dat,128,44100,512,32,1424
data/50Hz/128smp@44100.dat,128,44100,512,32,1406
data/50Hz/128smp@44100.dat,128,44100,512,64,2079
data/50Hz/128smp@44100.dat,128,44100,512,64,2077
data/50Hz/128smp@44100.dat,128,44100,512,64,2104
data/50Hz/128smp@44100.dat,128,44100,1024,2,817
data/50Hz/128smp@44100.dat,128,44100,1024,2,830
data/50Hz/128smp@44100.dat,128,44100,1024,2,841
data/50Hz/128smp@44100.dat,128,44100,1024,4,849
data/50Hz/128smp@44100.dat,128,44100,1024,4,830
data/50Hz/128smp@44100.dat,128,44100,1024,4,830
data/50Hz/128smp@44100.dat,128,44100,1024,8,909
data/50Hz/128smp@44100.dat,128,44100,1024,8,913
data/50Hz/128smp@44100.dat,128,44100,1024,8,950
data/50Hz/128smp@44100.dat,128,44100,1024,16,1062
data/50Hz/128smp@44100.dat,128,44100,1024,16,1045
data/50Hz/128smp@44100.dat,128,44100,1024,16,1036
data/50Hz/128smp@44100.dat,128,44100,1024,32,1355
data/50Hz/128smp@44100.dat,128,44100,1024,32,1361
data/50Hz/128smp@44100.dat,128,44100,1024,32,1351
data/50Hz/128smp@44100.dat,128,44100,1024,64,2021
data/50Hz/128smp@44100.dat,128,44100,1024,64,2087
data/50Hz/128smp@44100.dat,128,44100,1024,64,2083
data/50Hz/2048smp@44100.dat,2048,44100,1,2,1087
data/50Hz/2048smp@44100.dat,2048,44100,1,2,1105
data/50Hz/2048smp@44100.dat,2048,44100,1,2,1142
data/50Hz/2048smp@44100.dat,2048,44100,1,4,993
data/50Hz/2048smp@44100.dat,2048,44100,1,4,1004
data/50Hz/2048smp@44100.dat,2048,44100,1,4,1003
data/50Hz/2048smp@44100.dat,2048,44100,1,8,992
data/50Hz/2048smp@44100.dat,2048,44100,1,8,992
data/50Hz/2048smp@44100.dat,2048,44100,1,8,994
data/50Hz/2048smp@44100.dat,2048,44100,1,16,1142
data/50Hz/2048smp@44100.dat,2048,44100,1,16,1266
data/50Hz/2048smp@44100.dat,2048,44100,1,16,1139
data/50Hz/2048smp@44100.dat,2048,44100,1,32,1470
data/50Hz/2048smp@44100.dat,2048,44100,1,32,1486
data/50Hz/2048smp@44100.dat,2048,44100,1,32,1471
data/50Hz/2048smp@44100.dat,2048,44100,1,64,2125
data/50Hz/2048smp@44100.dat,2048,44100,1,64,2127
data/50Hz/2048smp@44100.dat,2048,44100,1,64,2106
data/50Hz/2048smp@44100.dat,2048,44100,1,128,3674
data/50Hz/2048smp@44100.dat,2048,44100,1,128,3577
data/50Hz/2048smp@44100.dat,2048,44100,1,128,3444
data/50Hz/2048smp@44100.dat,2048,44100,1,256,6165
data/50Hz/2048smp@44100.dat,2048,44100,1,256,6164
data/50Hz/2048smp@44100.dat,2048,44100,1,256,6174
data/50Hz/2048smp@44100.dat,2048,44100,1,512,11388
data/50Hz/2048smp@44100.dat,2048,44100,1,512,11188
data/50Hz/2048smp@44100.dat,2048,44100,1,512,10567
data/50Hz/2048smp@44100.dat,2048,44100,1,1024,20978
data/50Hz/2048smp@44100.dat,2048,44100,1,1024,21188
data/50Hz/2048smp@44100.dat,2048,44100,1,1024,20974
data/50Hz/2048smp@44100.dat,2048,44100,2,2,1168
data/50Hz/2048smp@44100.dat,2048,44100,2,2,1164
data/50Hz/2048smp@44100.dat,2048,44100,2,2,1163
data/50Hz/2048smp@44100.dat,2048,44100,2,4,1019
data/50Hz/2048smp@44100.dat,2048,44100,2,4,1051
data/50Hz/2048smp@44100.dat,2048,44100,2,4,1017
data/50Hz/2048smp@44100.dat,2048,44100,2,8,985
data/50Hz/2048smp@44100.dat,2048,44100,2,8,987
data/50Hz/2048smp@44100.dat,2048,44100,2,8,981
data/50Hz/2048smp@44100.dat,2048,44100,2,16,1168
data/50Hz/2048smp@44100.dat,2048,44100,2,16,1164
data/50Hz/2048smp@44100.dat,2048,44100,2,16,1142
data/50Hz/2048smp@44100.dat,2048,44100,2,32,1479
data/50Hz/2048smp@44100.dat,2048,44100,2,32,1470
data/50Hz/2048smp@44100.dat,2048,44100,2,32,1463
data/50Hz/2048smp@44100.dat,2048,44100,2,64,2119
data/50Hz/2048smp@44100.dat,2048,44100,2,64,2120
data/50Hz/2048smp@44100.dat,2048,44100,2,64,2130
data/50Hz/2048smp@44100.dat,2048,44100,2,128,3446
data/50Hz/2048smp@44100.dat,2048,44100,2,128,3423
data/50Hz/2048smp@44100.dat,2048,44100,2,128,3461
data/50Hz/2048smp@44100.dat,2048,44100,2,256,6130
data/50Hz/2048smp@44100.dat,2048,44100,2,256,6093
data/50Hz/2048smp@44100.dat,2048,44100,2,256,6109
data/50Hz/2048smp@44100.dat,2048,44100,2,512,11230
data/50Hz/2048smp@44100.dat,2048,44100,2,512,11259
data/50Hz/2048smp@44100.dat,2048,44100,2,512,11216
data/50Hz/2048smp@44100.dat,2048,44100,2,1024,19846
data/50Hz/2048smp@44100.dat,2048,44100,2,1024,21056
data/50Hz/2048smp@44100.dat,2048,44100,2,1024,18650
data/50Hz/2048smp@44100.dat,2048,44100,4,2,1181
data/50Hz/2048smp@44100.dat,2048,44100,4,2,1216
data/50Hz/2048smp@44100.dat,2048,44100,4,2,1189
data/50Hz/2048smp@44100.dat,2048,44100,4,4,1028
data/50Hz/2048smp@44100.dat,2048,44100,4,4,1045
data/50Hz/2048smp@44100.dat,2048,44100,4,4,1043
data/50Hz/2048smp@44100.dat,2048,44100,4,8,988
data/50Hz/2048smp@44100.dat,2048,44100,4,8,987
data/50Hz/2048smp@44100.dat,2048,44100,4,8,987
data/50Hz/2048smp@44100.dat,2048,44100,4,16,1144
data/50Hz/2048smp@44100.dat,2048,44100,4,16,1140
data/50Hz/2048smp@44100.dat,2048,44100,4,16,1154
data/50Hz/2048smp@44100.dat,2048,44100,4,32,1455
data/50Hz/2048smp@44100.dat,2048,44100,4,32,1478
data/50Hz/2048smp@44100.dat,2048,44100,4,32,1461
data/50Hz/2048smp@44100.dat,2048,44100,4,64,1857
data/50Hz/2048smp@44100.dat,2048,44100,4,64,2095
data/50Hz/2048smp@44100.dat,2048,44100,4,64,2118
data/50Hz/2048smp@44100.dat,2048,44100,4,128,3411
data/50Hz/2048smp@44100.dat,2048,44100,4,128,3444
data/50Hz/2048smp@44100.dat,2048,44100,4,128,3492
data/50Hz/2048smp@44100.dat,2048,44100,4,256,6149
data/50Hz/2048smp@44100.dat,2048,44100,4,256,6167
data/50Hz/2048smp@44100.dat,2048,44100,4,256,6122
data/50Hz/2048smp@44100.dat,2048,44100,4,512,11136
data/50Hz/2048smp@44100.dat,2048,44100,4,512,11180
data/50Hz/2048smp@44100.dat,2048,44100,4,512,10567
data/50Hz/2048smp@44100.dat,2048,44100,4,1024,20416
data/50Hz/2048smp@44100.dat,2048,44100,4,1024,17471
data/50Hz/2048smp@44100.dat,2048,44100,4,1024,19853
data/50Hz/2048smp@44100.dat,2048,44100,8,2,1261
data/50Hz/2048smp@44100.dat,2048,44100,8,2,1234
data/50Hz/2048smp@44100.dat,2048,44100,8,2,1173
data/50Hz/2048smp@44100.dat,2048,44100,8,4,1044
data/50Hz/2048smp@44100.dat,2048,44100,8,4,1073
data/50Hz/2048smp@44100.dat,2048,44100,8,4,1063
data/50Hz/2048smp@44100.dat,2048,44100,8,8,989
data/50Hz/2048smp@44100.dat,2048,44100,8,8,977
data/50Hz/2048smp@44100.dat,2048,44100,8,8,986
data/50Hz/2048smp@44100.dat,2048,44100,8,16,1158
data/50Hz/2048smp@44100.dat,2048,44100,8,16,1137
data/50Hz/2048smp@44100.dat,2048,44100,8,16,1141
data/50Hz/2048smp@44100.dat,2048,44100,8,32,1477
data/50Hz/2048smp@44100.dat,2048,44100,8,32,1488
data/50Hz/2048smp@44100.dat,2048,44100,8,32,1455
data/50Hz/2048smp@44100.dat,2048,44100,8,64,2124
data/50Hz/2048smp@44100.dat,2048,44100,8,64,2114
data/50Hz/2048smp@44100.dat,2048,44100,8,64,2157
data/50Hz/2048smp@44100.dat,2048,44100,8,128,3474
data/50Hz/2048smp@44100.dat,2048,44100,8,128,3395
data/50Hz/2048smp@44100.dat,2048,44100,8,128,3458
data/50Hz/2048smp@44100.dat,2048,44100,8,256,6123
data/50Hz/2048smp@44100.dat,2048,44100,8,256,6146
data/50Hz/2048smp@44100.dat,2048,44100,8,256,5334
data/50Hz/2048smp@44100.dat,2048,44100,8,512,11163
data/50Hz/2048smp@44100.dat,2048,44100,8,512,11197
data/50Hz/2048smp@44100.dat,2048,44100,8,512,11160
data/50Hz/2048smp@44100.dat,2048,44100,8,1024,21314
data/50Hz/2048smp@44100.dat,2048,44100,8,1024,21145
data/50Hz/2048smp@44100.dat,2048,44100,8,1024,18494
data/50Hz/2048smp@44100.dat,2048,44100,16,2,1265
data/50Hz/2048smp@44100.dat,2048,44100,16,2,1309
data/50Hz/2048smp@44100.dat,2048,44100,16,2,1310
data/50Hz/2048smp@44100.dat,2048,44100,16,4,1117
data/50Hz/2048smp@44100.dat,2048,44100,16,4,1102
data/50Hz/2048smp@44100.dat,2048,44100,16,4,1103
data/50Hz/2048smp@44100.dat,2048,44100,16,8,1017
data/50Hz/2048smp@44100.dat,2048,44100,16,8,1026
data/50Hz/2048smp@44100.dat,2048,44100,16,8,1025
data/50Hz/2048smp@44100.dat,2048,44100,16,16,1154
data/50Hz/2048smp@44100.dat,2048,44100,16,16,1120
data/50Hz/2048smp@44100.dat,2048,44100,16,16,1151
data/50Hz/2048smp@44100.dat,2048,44100,16,32,1466
data/50Hz/2048smp@44100.dat,2048,44100,16,32,1462
data/50Hz/2048smp@44100.dat,2048,44100,16,32,1488
data/50Hz/2048smp@44100.dat,2048,44100,16,64,2138
data/50Hz/2048smp@44100.dat,2048,44100,16,64,1969
data/50Hz/2048smp@44100.dat,2048,44100,16,64,2100
data/50Hz/2048smp@44100.dat,2048,44100,16,128,3506
data/50Hz/2048smp@44100.dat,2048,44100,16,128,3421
data/50Hz/2048smp@44100.dat,2048,44100,16,128,3403
data/50Hz/2048smp@44100.dat,2048,44100,16,256,6042
data/50Hz/2048smp@44100.dat,2048,44100,16,256,6040
data/50Hz/2048smp@44100.dat,2048,44100,16,256,6092
data/50Hz/2048smp@44100.dat,2048,44100,16,512,11189
data/50Hz/2048smp@44100.dat,2048,44100,16,512,9779
data/50Hz/2048smp@44100.dat,2048,44100,16,512,10816
data/50Hz/2048smp@44100.dat,2048,44100,16,1024,24841
data/50Hz/2048smp@44100.dat,2048,44100,16,1024,21672
data/50Hz/2048smp@44100.dat,2048,44100,16,1024,22945
data/50Hz/2048smp@44100.dat,2048,44100,32,2,1353
data/50Hz/2048smp@44100.dat,2048,44100,32,2,1353
data/50Hz/2048smp@44100.dat,2048,44100,32,2,1359
data/50Hz/2048smp@44100.dat,2048,44100,32,4,1122
data/50Hz/2048smp@44100.dat,2048,44100,32,4,1177
data/50Hz/2048smp@44100.dat,2048,44100,32,4,1184
data/50Hz/2048smp@44100.dat,2048,44100,32,8,1122
data/50Hz/2048smp@44100.dat,2048,44100,32,8,1092
data/50Hz/2048smp@44100.dat,2048,44100,32,8,1055
data/50Hz/2048smp@44100.dat,2048,44100,32,16,1199
data/50Hz/2048smp@44100.dat,2048,44100,32,16,1212
data/50Hz/2048smp@44100.dat,2048,44100,32,16,1201
data/50Hz/2048smp@44100.dat,2048,44100,32,32,1565
data/50Hz/2048smp@44100.dat,2048,44100,32,32,1453
data/50Hz/2048smp@44100.dat,2048,44100,32,32,1588
data/50Hz/2048smp@44100.dat,2048,44100,32,64,3456
data/50Hz/2048smp@44100.dat,2048,44100,32,64,2319
data/50Hz/2048smp@44100.dat,2048,44100,32,64,2289
data/50Hz/2048smp@44100.dat,2048,44100,32,128,3514
data/50Hz/2048smp@44100.dat,2048,44100,32,128,3735
data/50Hz/2048smp@44100.dat,2048,44100,32,128,3721
data/50Hz/2048smp@44100.dat,2048,44100,32,256,6639
data/50Hz/2048smp@44100.dat,2048,44100,32,256,6656
data/50Hz/2048smp@44100.dat,2048,44100,32,256,6198
data/50Hz/2048smp@44100.dat,2048,44100,32,512,12201
data/50Hz/2048smp@44100.dat,2048,44100,32,512,12169
data/50Hz/2048smp@44100.dat,2048,44100,32,512,12251
data/50Hz/2048smp@44100.dat,2048,44100,32,1024,21643
data/50Hz/2048smp@44100.dat,2048,44100,32,1024,21525
data/50Hz/2048smp@44100.dat,2048,44100,32,1024,21859
data/50Hz/2048smp@44100.dat,2048,44100,64,2,1375
data/50Hz/2048smp@44100.dat,2048,44100,64,2,1376
data/50Hz/2048smp@44100.dat,2048,44100,64,2,1381
data/50Hz/2048smp@44100.dat,2048,44100,64,4,1145
data/50Hz/2048smp@44100.dat,2048,44100,64,4,1175
data/50Hz/2048smp@44100.dat,2048,44100,64,4,1187
data/50Hz/2048smp@44100.dat,2048,44100,64,8,1098
data/50Hz/2048smp@44100.dat,2048,44100,64,8,1098
data/50Hz/2048smp@44100.dat,2048,44100,64,8,1060
data/50Hz/2048smp@44100.dat,2048,44100,64,16,1170
data/50Hz/2048smp@44100.dat,2048,44100,64,16,1197
data/50Hz/2048smp@44100.dat,2048,44100,64,16,1166
data/50Hz/2048smp@44100.dat,2048,44100,64,32,1371
data/50Hz/2048smp@44100.dat,2048,44100,64,32,1369
data/50Hz/2048smp@44100.dat,2048,44100,64,32,1532
data/50Hz/2048smp@44100.dat,2048,44100,64,64,2260
data/50Hz/2048smp@44100.dat,2048,44100,64,64,2268
data/50Hz/2048smp@44100.dat,2048,44100,64,64,2319
data/50Hz/2048smp@44100.dat,2048,44100,64,128,3481
data/50Hz/2048smp@44100.dat,2048,44100,64,128,3683
data/50Hz/2048smp@44100.dat,2048,44100,64,128,3763
data/50Hz/2048smp@44100.dat,2048,44100,64,256,6643
data/50Hz/2048smp@44100.dat,2048,44100,64,256,6657
data/50Hz/2048smp@44100.dat,2048,44100,64,256,6199
data/50Hz/2048smp@44100.dat,2048,44100,64,512,12100
data/50Hz/2048smp@44100.dat,2048,44100,64,512,12116
data/50Hz/2048smp@44100.dat,2048,44100,64,512,12102
data/50Hz/2048smp@44100.dat,2048,44100,64,1024,22721
data/50Hz/2048smp@44100.dat,2048,44100,64,1024,21450
data/50Hz/2048smp@44100.dat,2048,44100,64,1024,22747
data/50Hz/2048smp@44100.dat,2048,44100,128,2,1373
data/50Hz/2048smp@44100.dat,2048,44100,128,2,1352
data/50Hz/2048smp@44100.dat,2048,44100,128,2,1343
data/50Hz/2048smp@44100.dat,2048,44100,128,4,1146
data/50Hz/2048smp@44100.dat,2048,44100,128,4,1168
data/50Hz/2048smp@44100.dat,2048,44100,128,4,1170
data/50Hz/2048smp@44100.dat,2048,44100,128,8,1080
data/50Hz/2048smp@44100.dat,2048,44100,128,8,1096
data/50Hz/2048smp@44100.dat,2048,44100,128,8,1099
data/50Hz/2048smp@44100.dat,2048,44100,128,16,1215
data/50Hz/2048smp@44100.dat,2048,44100,128,16,1140
data/50Hz/2048smp@44100.dat,2048,44100,128,16,1205
data/50Hz/2048smp@44100.dat,2048,44100,128,32,1561
data/50Hz/2048smp@44100.dat,2048,44100,128,32,1452
data/50Hz/2048smp@44100.dat,2048,44100,128,32,1560
data/50Hz/2048smp@44100.dat,2048,44100,128,64,2326
data/50Hz/2048smp@44100.dat,2048,44100,128,64,2291
data/50Hz/2048smp@44100.dat,2048,44100,128,64,2295
data/50Hz/2048smp@44100.dat,2048,44100,128,128,3508
data/50Hz/2048smp@44100.dat,2048,44100,128,128,3649
data/50Hz/2048smp@44100.dat,2048,44100,128,128,3666
data/50Hz/2048smp@44100.dat,2048,44100,128,256,6514
data/50Hz/2048smp@44100.dat,2048,44100,128,256,6590
data/50Hz/2048smp@44100.dat,2048,44100,128,256,5829
data/50Hz/2048smp@44100.dat,2048,44100,128,512,11727
data/50Hz/2048smp@44100.dat,2048,44100,128,512,12198
data/50Hz/2048smp@44100.dat,2048,44100,128,512,12252
data/50Hz/2048smp@44100.dat,2048,44100,128,1024,22725
data/50Hz/2048smp@44100.dat,2048,44100,128,1024,21387
data/50Hz/2048smp@44100.dat,2048,44100,128,1024,18449
data/50Hz/2048smp@44100.dat,2048,44100,256,2,1301
data/50Hz/2048smp@44100.dat,2048,44100,256,2,1376
data/50Hz/2048smp@44100.dat,2048,44100,256,2,1383
data/50Hz/2048smp@44100.dat,2048,44100,256,4,1137
data/50Hz/2048smp@44100.dat,2048,44100,256,4,1186
data/50Hz/2048smp@44100.dat,2048,44100,256,4,1195
data/50Hz/2048smp@44100.dat,2048,44100,256,8,1090
data/50Hz/2048smp@44100.dat,2048,44100,256,8,1102
data/50Hz/2048smp@44100.dat,2048,44100,256,8,1031
data/50Hz/2048smp@44100.dat,2048,44100,256,16,1206
data/50Hz/2048smp@44100.dat,2048,44100,256,16,1219
data/50Hz/2048smp@44100.dat,2048,44100,256,16,1205
data/50Hz/2048smp@44100.dat,2048,44100,256,32,1561
data/50Hz/2048smp@44100.dat,2048,44100,256,32,1460
data/50Hz/2048smp@44100.dat,2048,44100,256,32,1565
data/50Hz/2048smp@44100.dat,2048,44100,256,64,2249
data/50Hz/2048smp@44100.dat,2048,44100,256,64,2261
data/50Hz/2048smp@44100.dat,2048,44100,256,64,2280
data/50Hz/2048smp@44100.dat,2048,44100,256,128,3496
data/50Hz/2048smp@44100.dat,2048,44100,256,128,3710
data/50Hz/2048smp@44100.dat,2048,44100,256,128,3692
data/50Hz/2048smp@44100.dat,2048,44100,256,256,6661
data/50Hz/2048smp@44100.dat,2048,44100,256,256,6605
data/50Hz/2048smp@44100.dat,2048,44100,256,256,6228
data/50Hz/2048smp@44100.dat,2048,44100,256,512,11786
data/50Hz/2048smp@44100.dat,2048,44100,256,512,11785
data/50Hz/2048smp@44100.dat,2048,44100,256,512,12386
